,text,friend_count,level_b,RT,length
1033,<user> <user> Can i be a part of this ? Cause I’m tryna gain weight frfr this time 😭 I’m sick of this,2890,0,0,23
1034," <user>: If I ever get kidnapped just know that
 -I WILL NEVER RUNAWAY 
- I WILL NEVER JUST DISAPPEAR 
- I WILL NEVER HAVE MY PHON…",1366,0,1,26
1035," <user>: Seriously, this has to be THE BEST SHOW ON THE INTERNET😲! I am so sick of the lies and propaganda of the MSM when two regula…",8186,0,1,27
1036, <user>: You all are SO SELFISH. Its repulsive that you all think you are the ONLY one's that matter and exist and it's why YOU…,717,0,1,25
1037,"<user> 🤣😂🤣😂🤣😂🤣😂🤣

She is even more delusional and, frankly, stupid than I thought...lol",274,0,0,13
1038, <user>: Get ready for the ant-semitism smears targeting Bernie Sanders. Some think it can’t happen because he is Jewish. Don’t be…,4093,0,1,21
1039," <user>: 🚨CALIFORNIA... CENK UYGUR, YOUNG TURKS, HAS DECIDED TO RUN FOR KATIE HILLS SEAT IN CA

Bernie Sanders quick out of ga…",5079,0,1,22
1040,This !! I was lucky enough to grow up with fellow Latinx and Asian people my age who also knew how wrong and ignora… https://t.co/KjIvP3ylbZ,273,0,0,25
1041, <user>: i pray for lizzo’s mental health and i hope these comments don’t get to her. https://t.co/VeczpIwktX,321,0,1,17
1042, <user>: WHAT PA OF STARVE DO I NOT UNDERSTAND,51,0,1,9
1043," <user>: You have the resources to upgrade our hospitals to international standards, yet when you fall sick we hear you are recov…",198,0,1,22
1044," <user>: Maybe the way AsimRiaz left abusive BBkaDamaadSid, Rashami also must have left him so he couldn't handle the rejection. T…",57,0,1,21
1045," <user>: This just makes me feel sick it is almost <num> and countries like china still exist 
<user>
 aren't these people lo…",779,0,1,22
1046, <user>: The capital you function on in news media is TRUST. You lose some of that every time your readers/viewers figure out you…,8479,0,1,23
1047,Aww poor baby.  I rather work out at home when a family member can’t watch my baby. I can’t risk him getting sick o… https://t.co/4Hn4biM8Ba,65,0,0,25
1048,"“No! I’m not going to kiss you!”

He’s trying to have people hear.",105,0,0,13
1049,"I see your heart is bleeding too
Let me bleed instead of you",1806,0,0,13
1050,"BEFORE MY LIFE FAILS - ""Dead Dust""
https://t.co/kawvHoS8AT",5255,0,0,8
1051, <user>: <num>.<num> degrees C on the farm (western Vic) yesterday. Cockies falling dead from the trees. People and wildlife cannot with…,4069,0,1,21
1052,Tony Harrison bouta lose his belt any one wanna bet?,774,0,0,10
1053, <user>: <user> You’re supposed to brush your teeth first then eat🤢 if you don’t all of the bacteria in your mouth goes to…,1738,0,1,23
1054," <user>: DEATH FROM ABOVE. 

We control the high ground. 
Missiles are now obsolete. 
Shot down immediately. 
From orbital platfor…",552,0,1,19
1055, <user>: A sweeping nationwide ban on most semiautomatic weapons took effect in New Zealand on Saturday. Prime Minister Jacinda Ardern…,602,0,1,20
1056,"For tomorrow’s hike ima be dead, I’ll be going to an event tonight until who knows what time 😅🤦🏽‍♀️",525,0,0,19
1057," <user>: people glorify the idea of having a gf/bf as a best friend, but no one talks about how much it destroys you when you lose <num>…",531,0,1,27
1058,"Man , Why would they do that to her and her baby .. Her child watched her die .. and that poor baby didn’t know wha… https://t.co/SSsjumitSi",113,0,0,27
1059," <user>: I don’t want a relationship , “I just wanna vibe &amp;’ chill” but sleep over and fuck and be the only one you fw . YALL ARE STUP…",1306,0,1,29
1060,Dead sleepy asf,433,0,0,3
1061,"If I fall off and lose my bands, baby is you stayin'?",2849,0,0,12
1062," <user>: They didn't 'fire a single shot' in Jamia and yet videos, gun shot victims emerged. They didn't 'fire a single shot' in…",1029,0,1,23
1063,"—He lifted eyebrow incites a growl from her. Ignorant buffoon she can’t help but think, “an ancient Beer.” She says… https://t.co/FWUlm5iHjM",39,0,0,21
1064," <user>: THE PRESS RELEASE SAYS MIDDAY, SM SAYS MIDNIGHT, ARE THEY STUPID????????? USELESS COMPANY",109,0,1,14
1065,<user>  Maybe Black and Black aren’t the best colors for game flow? Maybe I’m wrong but this seems like a basic conc… https://t.co/41E2VsoqTa,340,0,0,23
1066,"<user> when I go sick yesterday and I stopped reading for a few minutes, I checked and someone refered to me (… https://t.co/t88aiq0FbB",207,0,0,23
1067,"I can't he's so simple. 😍😂💙✨

💙 WE CAN NEVER GIVE UP ON THEM.
StayWithMX7
7명_절대_포기_안해 
<user>… https://t.co/b87k7pOHaq",48,0,0,18
1068,so  sad,2848,0,0,2
1069, <user>: Australia has been ON FIRE FOR OVER A MONTH and has burnt over <num> MILLION HECTARES. No one knows because it’s not getting enough…,1677,0,1,25
1070," <user>: If you want a meaningless promise, Elizabeth Warren is your woman

Fake Pocahontas Promises To Annually Read Aloud Names of…",7607,0,1,21
1071, <user>: Exchanging gifts early cause we both suck at surprises. Lol,1651,0,1,11
1072,<user> <user> This one is just as bad https://t.co/AhBagAjVtO,1436,0,0,9
1073,<user> vas a volver a ver The Walking Dead?,656,0,0,9
1074, <user>: this was sick! [tnzTC] https://t.co/qLcUnj9EdG,898,0,1,6
1075,was downloading stupid games and shit plus netflix BUT i found out i had 16gb instead of <num> i’m so mad fack,386,0,0,22
1076, <user>: why do really really stupid people complain about overthinking?,213,0,1,10
1077, <user>: The FISA court has awakened from its deep slumber. Too damned late… and not enough... https://t.co/iZOUFT8vJt,2675,0,1,17
1078," <user>: Keep them stupid and voting Democrat..the plan all along.
https://t.co/KUXaoK6z7Q",606,0,1,11
1079, <user>: not to suck my own dick or anything but imagine losing me 😂,155,0,1,14
1080,This shit make me wanna fucking cry,159,0,0,7
1081,All the anger on my feed is simply bc stupid men seem to be the loudest.....,1185,0,0,16
1082,"He dead AssassinsCreedSyndicate PS4share

https://t.co/0HBYruqQgd https://t.co/EQQwLDZzyn",296,0,0,5
1083," <user>: FedEx driver shot and robbed, returns fire with his own weapon. Suspect dead. https://t.co/3P42yd3MIF",4626,0,1,15
1084,<user> A DAMNED MESS! 😭,601,0,0,5
1085, <user>: IF YOURE GOING TO DO SOMETHING NICE FOR SOMEONE THEN DO IT TO BE A GOOD PERSON DONT DO IT JUAT SO YOU CAN RECORD IT FOR YOU…,211,0,1,29
1086,im <num> so dead,854,0,0,4
1087," <user>: Females Have Special Powers😔
🤟🏾👶🏾They Get Wet Without Water💦😏They bleed without injury😩🔴🔴 Y'all make my boneless meat ha…",2549,0,1,19
1088," <user>: Time for my Christmas present to you guys!
Build a Node.js i18n&lt;&gt;CSV converter and never lose time anymore with translations!…",103,0,1,21
1089," <user>: If yr partner opens up to you and tell about hw they felt abt a situation, pls listen and assure them that nothing is goi…",361,0,1,26
1090, <user>: Those who lit the fire should take away their dead and bury them and not complain. Direct Action <num>.<num> has failed and unite…,642,0,1,24
1091, <user>: <user> I’m literally dead https://t.co/QyNqyMFor0,8938,0,1,6
1092," <user>: Learn from this man, instead of doing a long stupid ass thread, you can just sue them in the court. Duit dapat, nak reveng…",586,0,1,25
1093, <user>: Most people are good enough to forgive you. But they're not stupid enough to trust you again.,94,0,1,18
1094,Mane im so fucking mad rn so stupid,1726,0,0,8
1095,Wish me luck I suck with bgs https://t.co/I7WU5kCJNu,2956,0,0,8
1096, <user>: No offence but getting an UN humanitarian intervention on China to stop the killing and torture of millions Uighur Muslims w…,94,0,1,22
1097, <user>: some people  on here are so mad at me for simply existing. Like fucking relax.  Play a game.  Jack off. Go offline.  It's n…,2827,0,1,25
1098,We had a great time watching <user> vs. <user> in <user>! Hard fought game with the Aces get… https://t.co/pRpiPZ0RZa,571,0,0,19
1099,<user> <user> <user> <user> Fat shaming doesn't help people lose weight. Do better.,18,0,0,13
1100,"never fucking seen a hockey team lose almost every overtime and shootout like the bruins have lost, <num> out of <num> game… https://t.co/KM179BhQgR",4682,0,0,23
1101," <user>: fucking love my jarhead bro Z ... he lets me cum home flop down, pull my cock out...and he'll suck me off just <num> the hell o…",642,0,1,28
1102,".<user> lose <num>-<num> to the Capitals.

The Bolts postgame show is on FOX Sports Sun! 

GoBolts https://t.co/71GPqR0z07",2317,0,0,17
1103,Someone should tell Tony Harrison that the <user> suck. PBConFOX HarrisonCharlo2,161,0,0,11
1104,My old banker I waiting to welcome me. I say shit behind me. Cuz I always put my stupid bank first when ever I visi… https://t.co/xhMAgcga8T,12,0,0,26
1105," <user>: Another Clintoncide? Mifsud, a Maltese professor w ties to Russian intel, told Trump campaign’s Papadopoulos “They…",23567,0,1,17
1106,<user> Good. Bruins suck,616,0,0,4
1107," <user>: Aesop's in between the hunters again as usual

You rlly like the dead huh https://t.co/Sli8anVtEf",53,0,1,16
1108, <user>: Yep y’all are! We are wise to your shams and we’re sick of them! 😡Start working with ⁦<user>⁩ and do something to…,8621,0,1,23
1109,"<user> They capitalized on their chances. We’ve seen Florida lose games the other way several times, where they o… https://t.co/HZPpgDGNod",394,0,0,20
1110,"if u believe in anything like reincarnation u might as well be a vegan or something..

mess around n u'll end up ea… https://t.co/s0zJwruHhe",21755,0,0,24
1111,—back to you for another third. I’ll take the first off him as a retainer.” She  lifts it and dusts off her hand. “… https://t.co/JvgwcjCJqw,39,0,0,25
1112,<user> Create a Christmas miracle - EDUCATE IGNORANT TRUMPETTES! IMPOTUS,332,0,0,10
1113," <user>: When you are beside me I feel like all my problems vanish in the air

Please star plus give Divya Drishti one more extensi…",71,0,1,25
1114,Are we gonna get images of each players Crest? they look sick,1493,0,0,12
1115, <user>: <user> <user> or a soldier slowly dies of loneliness and depression  everyday . news media = crickets <num> repo…,20149,0,1,20
1116,"<user> <user> Trump just wants honest journalism , not FAKE news. He's been dealing with tabloids his w… https://t.co/X1kQAdLh62",3970,0,0,19
1117," <user>: ""freaks of color"" racist: i'm sorry i said sumthing racist i didn't mean it :'( guys look at this tweet see? they're vwewy…",341,0,1,24
1118, <user>: Modi heavily mobilising troops at the border. Planning to attack Pakistan to divert attention from the dead bodies that…,112,0,1,20
1119,"Well that game was pure trash. Wings lost, Mantha hurt in a stupid way, and Mikheyev didn't score. 😠 Hockey is stupid. LeafsForever LGRW",426,0,0,24
1120," <user>: The fifth-largest economy in the world and he can't figure it out.  

How stupid do you have to be?

Recall this dolt. htt…",4860,0,1,24
1121, <user>: He's such a good boy!!🤣 https://t.co/Hg0fg72S11,22864,0,1,7
1122, <user>: lmfaooo https://t.co/znjprYgS9p,94,0,1,3
1123,Stupid unsportsmanlike penalties frustrate me so much... So selfish.,496,0,0,9
1124,"<user> NSW RFS Commissioner Shane Fitzsimmons , if you have all the resources you need like you keep saying then… https://t.co/F15Oc0xZkQ",532,0,0,21
1125," <user>: To those who haven't got their tickets, don't lose hope !! I hope all of us will be able to attend the concert !! jiayous ever…",100,0,1,27
1126, <user>: Wag kang stupid motherfucker,111,0,1,5
1127,"<user> ーーー completely hopeless at the moment.
⠀⠀ 
⠀⠀⠀"" I'll just have to wait and see where it goes honestly. """,400,0,0,21
1128, <user>: <user> Honestly! I too am waiting for that moment 🌚 people would find ways to discredit BP all the time. But w…,21,0,1,23
1129, <user>: this moment animated is when we gonna lose him to aesthetic anime accounts https://t.co/2fzM9KHV,100,0,1,15
1130," <user>: THE ALIEN HOUSE is the latest 'weird' story by Welshman Owen Jones, and set in his home town of Barry too. An old man star…",24795,0,1,26
1131,Not @ how I have the most stupid pics for csd and I'm gonna yeet if they see it  but I just HAVE to do this because… https://t.co/Uu61dY201u,1055,0,0,28
1132, <user>: No Dem Left Behind is working hard to make sure all of IMPOTUS45 rubber stamp cronies will be looking for new jobs in <num>.…,132,0,1,25
1133,<user> lwj: is this the part where you use your aphrodisiac spit on me and then suck my life essence out thro… https://t.co/6I2KbDWJFR,686,0,0,23
1134, <user>: why is it always a male character going mad avenging his dead wife and never a female character cradling her dying pure of…,183,0,1,24
1135, <user>: Is <user> aware that this video is going viral? God I hope he’s not closing twitter too. Can’t afford to lose more…,133,0,1,23
1136,We were shopping with Aidan and left him for dead as soon as we saw a hot boy by himself sorry Aidan you’re old news,594,0,0,25
